"age","item","definition","uni_lemma","learned","IPA","length","freq","PAC_assoc","PAT_assoc","PAC_phono_t1","PAT_phono_t1","PAC_phono_t2","PAT_phono_t2","PAC_phono_nt","PAT_phono_nt"
16,39,"tiger","tiger",0,"tiʌ",3,6.955592608,3,NA,0,NA,8,NA,1674,NA
16,40,"flue","fly (animal)",0,"flu",3,5.720311777,9,NA,0,NA,5,NA,1700,NA
16,41,"kat","cat",0,"kat",3,6.933423026,8,NA,0,NA,14,NA,1648,NA
16,42,"ugle","owl",0,"ulə",3,4.406719247,0,NA,0,NA,6,NA,1629,NA
16,43,"frø","frog",0,"fʁʔœ",4,5.590986981,0,NA,0,NA,1,NA,1682,NA
16,44,"killing","kitty",0,"kʔilʔeŋ",7,6.08221891,0,NA,4,NA,4,NA,1994,NA
16,45,"ulv",NA,0,"ʔulʋ",4,NA,NA,NA,0,NA,3,NA,1652,NA
16,46,"fugl","bird",0,"fʔul",4,6.593044534,14,NA,0,NA,9,NA,1607,NA
16,47,"ko","cow",0,"kʔo",3,6.49677499,5,NA,1,NA,14,NA,1572,NA
16,48,"zebra",NA,0,"sʔebɐ̯ɑ",6,NA,NA,NA,0,NA,0,NA,2070,NA
16,49,"får","sheep",0,"fɒ",2,5.257495372,1,NA,3,NA,15,NA,1761,NA
16,50,"krokodille",NA,0,"kʁɔkʔoðʔilə",11,NA,NA,NA,0,NA,0,NA,2939,NA
16,51,"æsel","donkey",0,"ɛsəl",4,5.017279837,1,NA,0,NA,1,NA,1719,NA
16,52,"giraf","giraffe",0,"ɡʔiʁɑf",6,4.836281907,1,NA,0,NA,0,NA,1955,NA
16,53,"kylling (animal)","chicken (animal)",0,"kʔylʔeŋ",7,6.380122537,8,NA,6,NA,6,NA,3992,NA
16,54,"gris","pig",0,"ɡʁʔis",5,6.003887067,2,NA,0,NA,4,NA,1746,NA
16,55,"lam","lamb",0,"lɑm",3,4.941642423,1,NA,2,NA,3,NA,1701,NA
16,56,"barnevogn","stroller",0,"bɑnəʋʔʌwn",9,2.302585093,0,NA,0,NA,0,NA,2451,NA
16,57,"flyvemaskine","airplane",0,"flyʋəmaskinə",12,5.945420609,2,NA,0,NA,0,NA,3206,NA
16,58,"motorcykel","motorcycle",0,"mʔotʌsʔykəl",11,4.094344562,1,NA,0,NA,0,NA,2906,NA
16,59,"bil","car",0,"bʔil",4,7.744569809,10,NA,1,NA,7,NA,1587,NA
16,60,"helikopter","helicopter",0,"hεlʔikʔʌptʌ",11,4.477336814,1,NA,0,NA,0,NA,2935,NA
16,61,"skib",NA,0,"skʔib",5,NA,NA,NA,0,NA,4,NA,1725,NA
16,62,"brandbil","firetruck",0,"bɐ̯ɑnbʔil",8,3.091042453,NA,NA,0,NA,0,NA,2545,NA
16,63,"klapvogn","stroller",0,"klɑpʋʔʌwn",9,2.302585093,0,NA,0,NA,0,NA,2465,NA
16,64,"tog","train",0,"tɒw",3,6.80682936,3,NA,2,NA,14,NA,1732,NA
16,65,"bus","bus",0,"bʔus",4,6.206575927,3,NA,1,NA,12,NA,1590,NA
16,66,"kælk",NA,0,"kεlk",4,NA,NA,NA,6,NA,8,NA,3368,NA
16,67,"traktor","tractor",0,"tʁɑktʔʌ",7,5.780743516,0,NA,0,NA,1,NA,2045,NA
16,68,"cykel","bicycle",0,"sʔykəl",6,4.553876892,1,NA,0,NA,0,NA,1809,NA
16,69,"lastbil","truck",0,"lastbʔil",8,6.812345094,3,NA,0,NA,0,NA,2238,NA
16,70,"ballon","balloon",0,"balʔʌŋ",6,5.726847748,0,NA,0,NA,0,NA,1841,NA
16,72,"legetøj","toy (object)",0,"laɪətʔʌj",8,6.261491684,4,NA,0,NA,0,NA,2251,NA
16,73,"blyant","pen/pencil",0,"blʔyant",7,0,NA,NA,0,NA,0,NA,2035,NA
16,74,"gave",NA,0,"ɡaʋə",4,NA,NA,NA,2,NA,7,NA,1676,NA
16,75,"lego",NA,0,"lʔeɡʔo",6,NA,NA,NA,0,NA,0,NA,1855,NA
16,76,"bog","book",0,"bɒw",3,7.722677516,2,NA,1,NA,10,NA,1744,NA
16,77,"historie",NA,0,"hʔistʔoɐ̯jə",10,NA,NA,NA,0,NA,0,NA,2883,NA
16,78,"puslespil",NA,0,"pʔusləspʔel",11,NA,NA,NA,0,NA,0,NA,2880,NA
16,79,"bold","ball",0,"bʔʌld",5,7.02464903,5,NA,0,NA,3,NA,1704,NA
16,80,"klods","block",0,"klʔoðs",6,5.605802066,0,NA,0,NA,0,NA,1871,NA
16,81,"spil",NA,0,"spʔel",5,NA,NA,NA,0,NA,6,NA,1704,NA
16,82,"dukke","doll",0,"dɒkə",4,5.796057751,1,NA,1,NA,7,NA,1700,NA
16,83,"kridt",NA,0,"kʁʔit",5,NA,NA,NA,0,NA,3,NA,1739,NA
16,84,"sæbebobler","bubbles",0,"sɛbʔebʔʌblʔʌ",12,5.075173815,0,NA,0,NA,0,NA,3189,NA
16,86,"kuglepen","pen/pencil",0,"kuləpεn",7,0,NA,NA,0,NA,0,NA,2102,NA
16,87,"modellérvoks",NA,0,"modεlʔeɐ̯ʋʔʌks",13,NA,NA,NA,0,NA,0,NA,3739,NA
16,88,"agurk",NA,0,"aɡʔuɐ̯k",6,NA,NA,NA,0,NA,0,NA,2100,NA
16,89,"kiks","cracker",0,"kʔiks",5,4.990432587,1,NA,0,NA,0,NA,1689,NA
16,91,"appelsin","orange (food)",0,"ɑpεlsʔin",8,6.411818268,5,NA,0,NA,0,NA,2244,NA
16,93,"slik","candy",0,"slʔek",5,5.521460918,1,NA,0,NA,5,NA,1686,NA
16,94,"banan","banana",0,"banan",5,5.023880521,2,NA,0,NA,0,NA,1792,NA
16,95,"kylling (food)","chicken (food)",0,"kʔylʔeŋ",7,6.380122537,8,NA,6,NA,6,NA,3992,NA
16,96,"slikkepind",NA,0,"slʔekəpʔen",10,NA,NA,NA,0,NA,0,NA,2597,NA
16,97,"boller","bun",0,"bʔʌlʔʌ",6,3.688879454,0,NA,0,NA,4,NA,1763,NA
16,98,"kød","meat",0,"kʔœð",4,5.755742214,6,NA,0,NA,5,NA,1614,NA
16,99,"smør","butter",0,"smʔœɐ̯",5,6.063785209,4,NA,0,NA,1,NA,1885,NA
16,100,"burger",NA,0,"bœɡʔʌ",5,NA,NA,NA,0,NA,2,NA,1763,NA
16,101,"leverpostej",NA,0,"leʋʔʌpʔʌstɑj",12,NA,NA,NA,0,NA,0,NA,3240,NA
16,102,"småkager",NA,0,"smʔʌkajʌ",8,NA,NA,NA,0,NA,0,NA,2206,NA
16,103,"brød","bread",0,"bɐ̯ʔœð",5,5.96870756,5,NA,0,NA,0,NA,1943,NA
16,104,"mad","food",1,"mað",3,6.418364936,25,NA,0,NA,10,NA,1704,NA
16,105,"sodavand",NA,0,"sʔoðaʋan",8,NA,NA,NA,0,NA,0,NA,2264,NA
16,106,"bønner",NA,0,"bʔœnʔʌ",6,NA,NA,NA,0,NA,3,NA,1787,NA
16,107,"melon",NA,0,"mʔelʔon",7,NA,NA,NA,0,NA,0,NA,1982,NA
16,108,"sovs",NA,0,"sɔws",4,NA,NA,NA,0,NA,3,NA,1724,NA
16,109,"chips",NA,0,"tʃjʔips",7,NA,NA,NA,0,NA,0,NA,2122,NA
16,110,"mælk","milk",0,"mεlk",4,7.21964204,8,NA,4,NA,4,NA,1709,NA
16,111,"spaghetti","pasta",0,"spaɡʔetʔi",9,3.218875825,0,NA,0,NA,0,NA,2450,NA
16,112,"chokolade",NA,0,"ʃʔokʔolaðə",10,NA,NA,NA,0,NA,0,NA,2649,NA
16,114,"spegepølse",NA,0,"spaɪʔepʔœlsə",12,NA,NA,NA,0,NA,0,NA,3124,NA
16,115,"cola",NA,0,"kʔola",5,NA,NA,NA,0,NA,4,NA,1692,NA
16,116,"nødder",NA,0,"nʔœðʌ",5,NA,NA,NA,0,NA,2,NA,1729,NA
16,117,"syltetøj",NA,0,"sʔyltətʔʌj",10,NA,NA,NA,0,NA,0,NA,2608,NA
16,118,"cornflakes","cheerios",0,"kʌnflεjɡs",9,3.526360525,0,NA,0,NA,0,NA,2588,NA
16,119,"ost","cheese",0,"ʔost",4,6.208590026,4,NA,1,NA,2,NA,1630,NA
16,120,"suppe",NA,0,"sɔpə",4,NA,NA,NA,0,NA,6,NA,1678,NA
16,121,"dessert",NA,0,"dʔesεɐ̯t",7,NA,NA,NA,0,NA,0,NA,2268,NA
16,122,"ostehaps",NA,0,"ʔostʔehɑps",10,NA,NA,NA,0,NA,0,NA,2739,NA
16,123,"te",NA,0,"te",2,NA,NA,NA,1,NA,14,NA,1713,NA
16,124,"fisk (food)","fish (food)",0,"fʔesk",5,6.705639095,6,NA,4,NA,6,NA,3392,NA
16,125,"pandekager",NA,0,"panəkajʌ",8,NA,NA,NA,0,NA,0,NA,2288,NA
16,126,"tun",NA,0,"tʔun",4,NA,NA,NA,1,NA,11,NA,1592,NA
16,127,"frikadeller",NA,0,"fʁʔekadεlʌ",10,NA,NA,NA,0,NA,0,NA,2688,NA
16,128,"pasta","pasta",0,"pasta",5,3.218875825,0,NA,0,NA,0,NA,1802,NA
16,129,"tyggegummi",NA,0,"tʔyɡəɡɒmʔi",10,NA,NA,NA,0,NA,0,NA,2754,NA
16,130,"gulerødder","carrots",0,"ɡuləʁʔœðʔʌ",10,4.718498871,1,NA,0,NA,0,NA,2709,NA
16,132,"vand (beverage)","water (beverage)",0,"ʋan",3,7.301147806,50,NA,6,NA,26,NA,3330,NA
16,133,"grød",NA,0,"ɡʁʔœð",5,NA,NA,NA,0,NA,3,NA,1789,NA
16,134,"pizza","pizza",0,"pʔitsa",6,3.737669618,0,NA,0,NA,0,NA,1875,NA
16,135,"vindruer",NA,0,"ʋʔenʁuʔʌ",8,NA,NA,NA,0,NA,0,NA,2227,NA
16,136,"havregryn","cereal",0,"hɑʔuɐ̯ʌɡʁʔyn",11,5.187385806,4,NA,0,NA,0,NA,3254,NA
16,137,"pomfritter",NA,0,"pʔʌmfʁʔitʔʌ",11,NA,NA,NA,0,NA,0,NA,2962,NA
16,138,"vingummi",NA,0,"ʋʔinɡɒmʔi",9,NA,NA,NA,0,NA,0,NA,2517,NA
16,139,"is","ice cream",0,"is",2,0,2,NA,0,NA,11,NA,1715,NA
16,140,"popcorn",NA,0,"pʔʌpkɒn",7,NA,NA,NA,0,NA,0,NA,2059,NA
16,141,"vitaminer",NA,0,"ʋʔitaminʔʌ",10,NA,NA,NA,0,NA,0,NA,2688,NA
16,142,"jordbær",NA,0,"jʔoɐ̯bεɐ̯",7,NA,NA,NA,0,NA,0,NA,2596,NA
16,143,"pølser",NA,0,"pʔœlsʔʌ",7,NA,NA,NA,0,NA,0,NA,1945,NA
16,144,"yoghurt",NA,0,"ʔyʔoɡhʔuɐ̯t",10,NA,NA,NA,0,NA,0,NA,3051,NA
16,145,"juice","juice",0,"dʒusə",5,6.986566459,2,NA,0,NA,2,NA,1792,NA
16,146,"rosiner","raisin",0,"ʁosinʔʌ",7,2.944438979,0,NA,0,NA,0,NA,2086,NA
16,147,"æble","apple",0,"ɛblə",4,6.070737728,5,NA,0,NA,3,NA,1676,NA
16,148,"kaffe","coffee",0,"kɑfə",4,6.326149473,4,NA,0,NA,6,NA,1664,NA
16,149,"rugbrød",NA,0,"ʁʔubɐ̯ʔœð",8,NA,NA,NA,0,NA,0,NA,2521,NA
16,150,"æg","egg",0,"εɡ",2,5.926926026,2,NA,0,NA,10,NA,1770,NA
16,151,"kage(r)","cake",0,"kajʌ",4,6.584791392,1,NA,0,NA,4,NA,1665,NA
16,152,"saft(evand)",NA,0,"sɑftəʋan",8,NA,NA,NA,0,NA,0,NA,2288,NA
16,153,"ærter","peas",0,"εɐ̯tʔʌ",5,4.454347296,1,NA,0,NA,0,NA,1917,NA
16,154,"kartofler",NA,0,"kɑtʔʌflʔʌ",9,NA,NA,NA,0,NA,0,NA,2413,NA
16,155,"salt",NA,0,"salt",4,NA,NA,NA,0,NA,3,NA,1641,NA
16,156,"ble","diaper",0,"blʔe",4,5.087596335,0,NA,0,NA,5,NA,1609,NA
16,157,"hue","hat",0,"hu",2,6.874198495,3,NA,1,NA,11,NA,1766,NA
16,158,"strømpebukser","tights",0,"stʁʔœmpəbɒksʔʌ",14,2.63905733,0,NA,0,NA,0,NA,3653,NA
16,159,"bluse","shirt",0,"blusə",5,6.259581464,6,NA,0,NA,3,NA,1724,NA
16,160,"jakke","jacket",0,"jɑkə",4,5.192956851,5,NA,1,NA,5,NA,1695,NA
16,161,"strømper","sock",0,"stʁʔœmpʔʌ",9,4.394449155,2,NA,0,NA,0,NA,2428,NA
16,162,"bukser","pants",0,"bɒksʔʌ",6,5.993961427,6,NA,0,NA,0,NA,1837,NA
16,163,"kjole","dress (object)",0,"kjolə",5,5.823045895,3,NA,0,NA,1,NA,1754,NA
16,164,"støvler","boots",0,"stʔœʋlʔʌ",8,5.375278408,0,NA,0,NA,0,NA,2150,NA
16,165,"bælte",NA,0,"bεldə",5,NA,NA,NA,0,NA,0,NA,1769,NA
16,166,"knap","button",0,"knɑp",4,5.805134969,2,NA,0,NA,3,NA,1744,NA
16,167,"sut","pacifier",0,"sʔut",4,1.791759469,0,NA,0,NA,8,NA,1587,NA
16,168,"flyverdragt",NA,0,"flʔyʋεɐ̯dʁɑɡt",12,NA,NA,NA,0,NA,0,NA,3600,NA
16,171,"frakke","coat",0,"fʁɑkə",5,6.182084907,5,NA,0,NA,2,NA,1784,NA
16,172,"lynlås","zipper",0,"lʔynlɒs",7,4.189654742,2,NA,0,NA,0,NA,2050,NA
16,173,"t-shirt","t-shirt",0,"tʃœt",4,0,0,NA,0,NA,0,NA,1757,NA
16,174,"hagesmæk","bib",0,"hajəsmεk",8,3.970291914,NA,NA,0,NA,0,NA,2327,NA
16,175,"nattøj","pajamas",0,"nattʔʌj",7,4.736198448,0,NA,0,NA,0,NA,2084,NA
16,176,"trusser","underpants",0,"tʁʔusʔʌ",7,2.302585093,NA,NA,0,NA,0,NA,1971,NA
16,177,"halskæde","necklace",0,"halskɛðə",8,3.850147602,0,NA,0,NA,0,NA,2243,NA
16,178,"shorts","shorts",0,"ʃɒts",4,3.583518938,2,NA,0,NA,1,NA,1746,NA
16,179,"trøje","sweater",0,"tɐ̯ʌjə",5,4.836281907,4,NA,0,NA,0,NA,1947,NA
16,180,"halstørklæde",NA,0,"halstʔœɐ̯klɛðə",13,NA,NA,NA,0,NA,0,NA,3629,NA
16,181,"sko","shoe",0,"skʔo",4,5.843544417,6,NA,3,NA,8,NA,1617,NA
16,182,"underbukser",NA,0,"ɒnʔʌbɒksʔʌ",10,NA,NA,NA,0,NA,0,NA,2687,NA
16,183,"hjemmesko/sutsko",NA,0,"jεmεskʔo",8,NA,NA,NA,0,NA,0,NA,2323,NA
16,184,"sokker","sock",0,"sʔʌkʔʌ",6,4.394449155,2,NA,0,NA,1,NA,1758,NA
16,185,"vanter",NA,0,"ʋantʔʌ",6,NA,NA,NA,0,NA,0,NA,1862,NA
16,187,"hår","hair",0,"hɒ",2,7.17395832,6,NA,4,NA,14,NA,1769,NA
16,188,"sår","owie",0,"sɒ",2,2.944438979,NA,NA,3,NA,16,NA,1689,NA
16,189,"ansigt","face",0,"ansʔeɡt",7,6.52649486,9,NA,0,NA,0,NA,2080,NA
16,190,"kind","cheek",0,"kʔen",4,3.784189634,1,NA,3,NA,12,NA,1559,NA
16,191,"tænder","tooth",0,"tεnʔʌ",5,4.418840608,1,NA,0,NA,1,NA,1732,NA
16,192,"arm","arm",0,"ɑm",2,5.590986981,4,NA,2,NA,11,NA,1756,NA
16,193,"knæ","knee",0,"knε",3,5.147494477,1,NA,0,NA,6,NA,1701,NA
16,194,"tissekone","vagina",0,"tʔisəkonə",9,0,0,NA,0,NA,0,NA,2390,NA
16,195,"ben","leg",0,"bʔen",4,5.620400866,8,NA,4,NA,12,NA,1580,NA
16,196,"læber",NA,0,"lɛbʔʌ",5,NA,NA,NA,0,NA,0,NA,1767,NA
16,197,"tissemand","penis",0,"tʔisəman",8,2.302585093,0,NA,0,NA,0,NA,2188,NA
16,198,"bryster",NA,0,"bɐ̯ʔœstʔʌ",8,NA,NA,NA,0,NA,0,NA,2422,NA
16,199,"mave",NA,0,"maʋə",4,NA,NA,NA,1,NA,9,NA,1671,NA
16,200,"tunge","tongue",0,"tɒŋə",4,5.33753808,2,NA,0,NA,9,NA,1695,NA
16,201,"finger","finger",0,"fʔeŋʌ",5,6.22059017,3,NA,0,NA,4,NA,1722,NA
16,202,"mund","mouth",0,"mɒn",3,6.985641818,5,NA,1,NA,16,NA,1704,NA
16,203,"tå","toe",0,"tɒ",2,4.615120517,2,NA,5,NA,18,NA,1731,NA
16,204,"fødder",NA,0,"fʔœðʔʌ",6,NA,NA,NA,0,NA,2,NA,1828,NA
16,205,"navle","belly button",0,"nɑwlə",5,0,NA,NA,0,NA,0,NA,1781,NA
16,206,"øje","eye",0,"ʌjə",3,5.690359454,4,NA,0,NA,3,NA,1682,NA
16,207,"hage",NA,0,"hajə",4,NA,NA,NA,1,NA,10,NA,1669,NA
16,208,"numse",NA,0,"nɒmsə",5,NA,NA,NA,0,NA,3,NA,1766,NA
16,209,"øre","ear",0,"œʔʌ",3,5.416100402,3,NA,0,NA,8,NA,1578,NA
16,210,"hoved","head",0,"hoəð",4,7.156176637,7,NA,0,NA,0,NA,1768,NA
16,211,"næse","nose",0,"nɛsə",4,6.799055862,6,NA,0,NA,5,NA,1681,NA
16,212,"hånd","hand",0,"hʔʌn",4,7.163172391,3,NA,2,NA,9,NA,1592,NA
16,213,"skulder",NA,0,"skʔulʔʌ",7,NA,NA,NA,0,NA,0,NA,1923,NA
16,214,"affald","trash",0,"ɑwfal",5,4.343805422,0,NA,0,NA,0,NA,1872,NA
16,215,"klokke","clock",0,"klʔʌkə",6,5.525452939,1,NA,0,NA,0,NA,1787,NA
16,216,"saks","scissors",0,"sɑks",4,5.257495372,0,NA,0,NA,3,NA,1680,NA
16,217,"bakke",NA,0,"bɑkə",4,NA,NA,NA,1,NA,6,NA,1662,NA
16,218,"kop","cup",0,"kʔʌp",4,6.746412129,8,NA,0,NA,7,NA,1593,NA
16,219,"serviet",NA,0,"sεɐ̯ʋʔiεt",8,NA,NA,NA,0,NA,0,NA,2523,NA
16,220,"billede","picture",0,"bʔeləðə",7,6.781057626,0,NA,0,NA,0,NA,1985,NA
16,221,"kost","broom",0,"kʔost",5,4.762173935,0,NA,1,NA,3,NA,1681,NA
16,222,"ske","spoon",0,"skʔe",4,5.942799375,8,NA,3,NA,12,NA,1598,NA
16,223,"briller","glasses",0,"bɐ̯ʔelʔʌ",7,5.176149733,1,NA,0,NA,0,NA,2202,NA
16,224,"kniv",NA,0,"knʔiw",5,NA,NA,NA,0,NA,2,NA,1765,NA
16,225,"skrald","trash",0,"sɡʁɑl",5,4.343805422,0,NA,0,NA,0,NA,1827,NA
16,226,"børste","brush (object)",0,"bʔœɐ̯sdə",7,5.916202063,5,NA,0,NA,0,NA,2223,NA
16,228,"skål","bowl",0,"skɒl",4,5.463831805,11,NA,0,NA,8,NA,1670,NA
16,229,"bånd",NA,0,"bʔʌn",4,NA,NA,NA,2,NA,13,NA,1572,NA
16,230,"krus","cup",0,"kʁʔus",5,6.746412129,8,NA,0,NA,4,NA,1725,NA
16,232,"dyne","blanket",0,"dynə",4,4.941642423,2,NA,0,NA,5,NA,1701,NA
16,233,"køkkenrulle",NA,0,"kʔœkənʁʔulə",11,NA,NA,NA,0,NA,0,NA,2873,NA
16,234,"spand",NA,0,"span",4,NA,NA,NA,0,NA,6,NA,1672,NA
16,235,"dåse",NA,0,"dɒsə",4,NA,NA,NA,1,NA,10,NA,1674,NA
16,236,"lampe","lamp",0,"lɑmpə",5,4.043051268,1,NA,0,NA,2,NA,1798,NA
16,237,"støvsuger","vacuum",0,"stʔœwsuʌ",8,4.007333185,2,NA,0,NA,0,NA,2208,NA
16,238,"flaske","bottle",0,"flaskə",6,5.953243334,2,NA,0,NA,0,NA,1868,NA
16,239,"lys","light",0,"lʔys",4,6.343880434,4,NA,0,NA,3,NA,1603,NA
16,240,"sæbe","soap",0,"sɛbə",4,4.779123493,3,NA,0,NA,6,NA,1674,NA
16,241,"gaffel","fork",0,"ɡɑfəl",5,5.081404365,3,NA,0,NA,1,NA,1820,NA
16,242,"medicin","medicine",0,"mʔeðʔisʔin",10,4.852030264,1,NA,0,NA,0,NA,2692,NA
16,243,"tallerken","plate",0,"talεɐ̯kən",8,5.85220248,1,NA,0,NA,0,NA,2483,NA
16,244,"glas","glass",0,"ɡlas",4,5.676753802,7,NA,1,NA,3,NA,1680,NA
16,245,"nøgler","keys",0,"nʔʌjlʔʌ",7,5.075173815,0,NA,0,NA,1,NA,2001,NA
16,246,"tandbørste","toothbrush",0,"tanbʔœɐ̯sdə",10,2.944438979,0,NA,0,NA,0,NA,2901,NA
16,248,"papir","paper",0,"papʔiɐ̯",6,6.970730078,10,NA,0,NA,0,NA,2101,NA
16,249,"telefon","telephone",0,"tʔeləfʔon",9,5.693732139,0,NA,0,NA,0,NA,2385,NA
16,250,"hammer","hammer",0,"hɑmʔʌ",5,4.844187086,0,NA,0,NA,0,NA,1754,NA
16,251,"penge","money",0,"pεŋə",4,6.442540166,5,NA,0,NA,5,NA,1713,NA
16,252,"toilet-/wc-papir",NA,0,"toalεt",6,NA,NA,NA,4,NA,4,NA,3872,NA
16,253,"håndklæde","towel",0,"hʔʌnklɛðə",9,4.927253685,1,NA,0,NA,0,NA,2433,NA
16,254,"plante","plant",0,"plandə",6,4.770684624,1,NA,0,NA,0,NA,1917,NA
16,255,"tæppe","carpet",0,"tεpə",4,4.48863637,1,NA,0,NA,3,NA,1685,NA
16,256,"kam","comb (object)",0,"kɑm",3,5.068904202,2,NA,2,NA,7,NA,1698,NA
16,257,"pude","pillow",0,"puðə",4,4.787491743,2,NA,0,NA,3,NA,1708,NA
16,258,"ur","watch (object)",0,"ʔuɐ̯",3,7.413367336,1,NA,0,NA,4,NA,1673,NA
16,259,"kamera",NA,0,"kaməʁɑ",6,NA,NA,NA,0,NA,0,NA,1952,NA
16,260,"pung","purse",0,"pɒŋ",3,4.304065093,0,NA,0,NA,11,NA,1758,NA
16,262,"kasse","box",0,"kasə",4,7.201916318,5,NA,0,NA,12,NA,1592,NA
16,263,"radio","radio",0,"ʁɑdjʔo",6,4.976733742,1,NA,0,NA,0,NA,1986,NA
16,265,"kælder",NA,0,"kεlʔʌ",5,NA,NA,NA,0,NA,5,NA,1695,NA
16,266,"stue","living room",0,"stuə",4,0,1,NA,1,NA,5,NA,1640,NA
16,267,"badekar","bathtub",0,"baðəkɑ",6,4.882801923,1,NA,0,NA,0,NA,1950,NA
16,268,"køkken","kitchen",0,"kʔœkən",6,6.173786104,3,NA,0,NA,0,NA,1795,NA
16,269,"terrasse",NA,0,"tɑʁɑsə",6,NA,NA,NA,0,NA,1,NA,1917,NA
16,270,"badeværelse","bathroom",0,"baðəʋɛʌlsə",10,5.828945618,5,NA,0,NA,0,NA,2748,NA
16,271,"køleskab","refrigerator",0,"kœləskab",8,5.117993812,0,NA,0,NA,0,NA,2283,NA
16,272,"toilet/wc",NA,0,"toalεt",6,NA,NA,NA,4,NA,4,NA,3872,NA
16,273,"bord","table",0,"bʔoɐ̯",4,7.249215057,5,NA,0,NA,3,NA,1745,NA
16,274,"ovn","oven",0,"ɒwn",3,4.779123493,3,NA,0,NA,8,NA,1735,NA
16,275,"trapper","stairs",0,"tʁɑpʔʌ",6,5.429345629,0,NA,0,NA,1,NA,1897,NA
16,276,"bruser",NA,0,"bɐ̯usʔʌ",6,NA,NA,NA,0,NA,0,NA,2067,NA
16,277,"potte","potty",0,"pʔʌtə",5,5.111987788,0,NA,0,NA,0,NA,1678,NA
16,278,"tv/fjernsyn","tv",0,"teʋe",4,6.146329258,0,NA,0,NA,1,NA,1757,NA
16,279,"dør","door",0,"dʔœɐ̯",4,7.207118856,6,NA,1,NA,4,NA,1765,NA
16,280,"seng","bed",0,"sεŋ",3,7.477038472,8,NA,0,NA,4,NA,1698,NA
16,281,"tørretumbler",NA,0,"tʔœɐ̯ətɒmblʔʌ",12,NA,NA,NA,0,NA,0,NA,3456,NA
16,282,"garage","garage",0,"ɡɑʁɑʃə",6,5.159055299,0,NA,0,NA,1,NA,1992,NA
16,283,"skab",NA,0,"skab",4,NA,NA,NA,0,NA,7,NA,1693,NA
16,284,"vask","sink",0,"ʋask",4,5.049856007,3,NA,0,NA,6,NA,1676,NA
16,286,"skuffe","drawer",0,"skɔfə",5,4.718498871,0,NA,0,NA,3,NA,1770,NA
16,287,"vaskemaskine",NA,0,"ʋaskəmaskinə",12,NA,NA,NA,0,NA,0,NA,3182,NA
16,288,"høj stol","high chair",0,"hʔʌjstol",8,0,NA,NA,0,NA,0,NA,2260,NA
16,289,"sofa","couch",0,"sofa",4,4.94875989,2,NA,0,NA,0,NA,1734,NA
16,290,"vindue","window",0,"ʋʔendu",6,6.249975242,3,NA,0,NA,1,NA,1906,NA
16,291,"komfur","stove",0,"kʔʌmfʔuɐ̯",8,4.770684624,4,NA,0,NA,0,NA,2472,NA
