"age","item","definition","uni_lemma","learned","IPA","length","freq","PAC_assoc","PAT_assoc","PAC_phono_t1","PAT_phono_t1","PAC_phono_t2","PAT_phono_t2","PAC_phono_nt","PAT_phono_nt"
18,1,"organo genitale femminile","vagina",0,"ɔrɡanodʒenitalefemminile",24,0,0,NA,0,NA,0,NA,6477,NA
18,2,"orecchio","ear",0,"orekio",6,5.416100402,3,NA,0,NA,1,NA,1909,NA
18,3,"ombelico","belly button",0,"ombeliko",8,0,NA,NA,0,NA,0,NA,2265,NA
18,4,"occhio","eye",0,"ɔkio",4,5.690359454,4,NA,1,NA,3,NA,1792,NA
18,5,"naso","nose",0,"nazo",4,6.799055862,7,NA,0,NA,4,NA,1749,NA
18,6,"mano","hand",1,"mano",4,7.163172391,4,NA,0,NA,9,NA,1666,NA
18,7,"lingua","tongue",0,"liŋɡwa",6,5.33753808,1,NA,0,NA,0,NA,2023,NA
18,8,"labbra",NA,0,"labra",5,NA,NA,NA,0,NA,2,NA,1778,NA
18,9,"guance",NA,0,"ɡwantʃe",7,NA,NA,NA,0,NA,1,NA,2092,NA
18,10,"gola",NA,0,"ɡɔla",4,NA,NA,NA,0,NA,4,NA,1792,NA
18,11,"ginocchi",NA,0,"dʒinɔkɪ",7,NA,NA,NA,0,NA,0,NA,2207,NA
18,12,"gambe","leg",0,"ɡambe",5,5.620400866,6,NA,0,NA,0,NA,1854,NA
18,13,"faccia","face",0,"fatʃa",5,6.52649486,8,NA,0,NA,3,NA,1743,NA
18,14,"dito","finger",0,"dito",4,6.22059017,2,NA,0,NA,5,NA,1697,NA
18,15,"denti","tooth",0,"dɛntɪ",5,4.418840608,0,NA,0,NA,1,NA,1885,NA
18,17,"capelli","hair",0,"kapɛllɪ",7,7.17395832,5,NA,1,NA,1,NA,2063,NA
18,18,"braccio","arm",0,"bratʃo",6,5.590986981,3,NA,0,NA,3,NA,1838,NA
18,19,"bocca","mouth",0,"boka",4,6.985641818,3,NA,0,NA,6,NA,1778,NA
18,20,"vestito","dress (object)",0,"vestito",7,5.823045895,5,NA,0,NA,0,NA,2029,NA
18,21,"tuta","tracksuit",0,"tuta",4,0,NA,NA,0,NA,8,NA,1752,NA
18,22,"stivali",NA,0,"stivalɪ",7,NA,NA,NA,0,NA,0,NA,2087,NA
18,23,"sciarpa","scarf",0,"ʃarpa",5,4.17438727,1,NA,0,NA,2,NA,1790,NA
18,24,"scarpe","shoe",1,"skarpe",6,5.843544417,3,NA,0,NA,1,NA,1932,NA
18,25,"pigiama","pajamas",0,"pidʒama",7,4.736198448,0,NA,0,NA,0,NA,2107,NA
18,26,"pantofole",NA,0,"pantɔfole",9,NA,NA,NA,0,NA,0,NA,2355,NA
18,27,"pantaloni","pants",0,"pantalonɪ",9,5.993961427,4,NA,0,NA,0,NA,2285,NA
18,28,"pannolino","diaper",0,"pannolino",9,5.087596335,0,NA,0,NA,0,NA,2316,NA
18,29,"occhiali","glasses",0,"okjalɪ",6,5.176149733,1,NA,0,NA,0,NA,1967,NA
18,30,"mutande","underpants",0,"mʊtande",7,2.302585093,NA,NA,0,NA,0,NA,2083,NA
18,31,"maglione","sweater",0,"maʎone",6,4.836281907,3,NA,0,NA,2,NA,1874,NA
18,32,"jeans",NA,0,"dʒins",5,NA,NA,NA,0,NA,0,NA,1894,NA
18,33,"guanti","gloves",0,"ɡwantɪ",6,4.553876892,0,NA,0,NA,1,NA,1973,NA
18,34,"grembiule",NA,0,"ɡrɛmbjʊle",9,NA,NA,NA,0,NA,0,NA,2630,NA
18,35,"gonna","skirt",0,"ɡonna",5,3.583518938,2,NA,0,NA,2,NA,1810,NA
18,36,"giacca","jacket",0,"dʒaka",5,5.192956851,3,NA,0,NA,0,NA,1840,NA
18,37,"collana","necklace",0,"kollana",7,3.850147602,0,NA,0,NA,0,NA,1993,NA
18,38,"cinta",NA,0,"tʃinta",6,NA,NA,NA,0,NA,0,NA,1861,NA
18,39,"cappotto","coat",0,"kapɔto",6,6.182084907,5,NA,0,NA,3,NA,1833,NA
18,40,"cappello","hat",0,"kapɛllo",7,6.874198495,7,NA,1,NA,3,NA,1971,NA
18,41,"camicia",NA,0,"kamitʃa",7,NA,NA,NA,0,NA,0,NA,1975,NA
18,42,"calzettoni",NA,0,"kaltsetonɪ",10,NA,NA,NA,0,NA,0,NA,2573,NA
18,43,"calze","sock",0,"kaltse",6,4.394449155,1,NA,0,NA,0,NA,1862,NA
18,44,"bretelle",NA,0,"bretɛlle",8,NA,NA,NA,0,NA,0,NA,2281,NA
18,45,"bottone","button",0,"botone",6,5.805134969,1,NA,0,NA,0,NA,1884,NA
18,46,"borsa",NA,0,"borsa",5,NA,NA,NA,0,NA,3,NA,1831,NA
18,47,"bavaglino",NA,0,"bavaʎino",8,NA,NA,NA,0,NA,0,NA,2167,NA
18,48,"zucchine",NA,0,"dzʊkine",7,NA,NA,NA,0,NA,0,NA,2118,NA
18,49,"zucchero","sugar",0,"dzukero",7,5.762051383,4,NA,0,NA,0,NA,2108,NA
18,50,"yogurt","yogurt",0,"joɡʊrt",6,4.356708827,1,NA,0,NA,0,NA,2080,NA
18,51,"vino",NA,0,"vino",4,NA,NA,NA,0,NA,7,NA,1742,NA
18,52,"verdura",NA,0,"verdura",7,NA,NA,NA,0,NA,0,NA,2123,NA
18,53,"uva","grapes",0,"uva",3,4.094344562,NA,NA,0,NA,4,NA,1868,NA
18,54,"uovo","egg",0,"wɔvo",4,5.926926026,3,NA,0,NA,1,NA,1872,NA
18,55,"tortellini",NA,0,"tɔrtellinɪ",10,NA,NA,NA,0,NA,0,NA,2683,NA
18,56,"torta","cake",0,"tɔrta",5,6.584791392,3,NA,1,NA,5,NA,1772,NA
18,57,"tonno",NA,0,"tonno",5,NA,NA,NA,0,NA,3,NA,1769,NA
18,58,"the",NA,0,"te",2,NA,NA,NA,0,NA,3,NA,1835,NA
18,59,"sugo","sauce",0,"suɡo",4,4.394449155,1,NA,0,NA,6,NA,1838,NA
18,60,"succo di frutta",NA,0,"sukodɪfruta",11,NA,NA,NA,0,NA,0,NA,2994,NA
18,61,"spinaci",NA,0,"spinatʃɪ",8,NA,NA,NA,0,NA,0,NA,2241,NA
18,62,"spaghetti",NA,0,"spaɡetɪ",7,NA,NA,NA,0,NA,0,NA,2089,NA
18,63,"sale",NA,0,"sale",4,NA,NA,NA,1,NA,6,NA,1711,NA
18,64,"riso","rice",0,"rizo",4,5.093750201,0,NA,0,NA,3,NA,1775,NA
18,65,"pomodori",NA,0,"pomodorɪ",8,NA,NA,NA,0,NA,0,NA,2303,NA
18,66,"polpette","meatball",0,"polpete",7,2.397895273,0,NA,0,NA,0,NA,2083,NA
18,67,"pollo","chicken (food)",0,"pollo",5,6.380122537,9,NA,0,NA,3,NA,1768,NA
18,68,"pizza",NA,0,"pitsa",5,NA,NA,NA,0,NA,1,NA,1795,NA
18,69,"piselli","peas",0,"pizɛllɪ",7,4.454347296,1,NA,0,NA,0,NA,2146,NA
18,70,"pesca","peach",0,"pɛska",5,3.36729583,2,NA,0,NA,4,NA,1850,NA
18,71,"pera","pear",0,"pɛra",4,3.526360525,2,NA,0,NA,7,NA,1748,NA
18,72,"patatine","chips",0,"patatine",8,4.844187086,0,NA,0,NA,1,NA,2100,NA
18,73,"patate","potato",0,"patate",6,5.043425117,4,NA,0,NA,1,NA,1814,NA
18,74,"pasta","pasta",0,"pasta",5,3.218875825,0,NA,0,NA,9,NA,1713,NA
18,75,"pappa","baby food",1,"papa",4,0,0,NA,0,NA,12,NA,1729,NA
18,76,"panna",NA,0,"panna",5,NA,NA,NA,0,NA,10,NA,1713,NA
18,77,"panino",NA,0,"panino",6,NA,NA,NA,0,NA,4,NA,1768,NA
18,78,"pane","bread",1,"pane",4,5.96870756,2,NA,1,NA,9,NA,1701,NA
18,79,"olio",NA,0,"ɔlio",4,NA,NA,NA,1,NA,1,NA,1763,NA
18,80,"noccioline",NA,0,"notʃoline",9,NA,NA,NA,0,NA,0,NA,2414,NA
18,81,"minestrone/brodo",NA,0,"minestrone",10,NA,NA,NA,0,NA,0,NA,2641,NA
18,82,"miele","honey",0,"mjɛle",5,6.966024187,2,NA,0,NA,3,NA,1892,NA
18,83,"melone",NA,0,"melone",6,NA,NA,NA,0,NA,2,NA,1912,NA
18,84,"mela","apple",0,"mɛla",4,6.070737728,6,NA,0,NA,4,NA,1765,NA
18,85,"marmellata",NA,0,"marmellata",10,NA,NA,NA,0,NA,0,NA,2622,NA
18,86,"mandarino",NA,0,"mandarino",9,NA,NA,NA,0,NA,0,NA,2310,NA
18,87,"leccalecca",NA,0,"lekalɛka",8,NA,NA,NA,0,NA,0,NA,2231,NA
18,88,"latte","milk",1,"late",4,7.21964204,9,NA,0,NA,8,NA,1707,NA
18,89,"kiwi",NA,0,"kiwɪ",4,NA,NA,NA,0,NA,1,NA,1878,NA
18,90,"gomma da masticare",NA,0,"ɡommadamastikare",16,NA,NA,NA,0,NA,0,NA,4247,NA
18,91,"ghiaccio",NA,0,"ɡjatʃo",6,NA,NA,NA,0,NA,3,NA,1889,NA
18,92,"gelato","ice cream",0,"dʒelato",7,0,4,NA,0,NA,0,NA,2002,NA
18,93,"fragola",NA,0,"fraɡola",7,NA,NA,NA,0,NA,1,NA,1963,NA
18,94,"formaggio","cheese",0,"formadʒo",8,6.208590026,5,NA,0,NA,0,NA,2227,NA
18,95,"fagiolini",NA,0,"fadʒolinɪ",9,NA,NA,NA,0,NA,0,NA,2392,NA
18,96,"fagioli",NA,0,"fadʒɔlɪ",7,NA,NA,NA,0,NA,0,NA,2123,NA
18,97,"crema",NA,0,"krɛma",5,NA,NA,NA,0,NA,0,NA,1832,NA
18,98,"cracker","cracker",0,"kraker",6,4.990432587,1,NA,0,NA,0,NA,1940,NA
18,99,"cocomero/anguria",NA,0,"kokomero",8,NA,NA,NA,0,NA,0,NA,2247,NA
18,100,"coca cola",NA,0,"kokakola",8,NA,NA,NA,0,NA,0,NA,2140,NA
18,101,"cioccolata","chocolate",0,"tʃɔkolata",9,5.877735782,7,NA,0,NA,0,NA,2391,NA
18,102,"ciliegie",NA,0,"tʃiliedʒe",9,NA,NA,NA,0,NA,0,NA,2590,NA
18,103,"carote","carrots",0,"karɔte",6,4.718498871,1,NA,0,NA,2,NA,1854,NA
18,104,"carne","meat",0,"karne",5,5.755742214,5,NA,1,NA,4,NA,1739,NA
18,105,"caramella","candy",0,"karamɛlla",9,5.521460918,4,NA,0,NA,0,NA,2379,NA
18,106,"camomilla",NA,0,"kamomilla",9,NA,NA,NA,0,NA,0,NA,2366,NA
18,107,"caffe",NA,0,"kaffɛ",5,NA,NA,NA,0,NA,0,NA,1910,NA
18,108,"cacao",NA,0,"kakaʊ",5,NA,NA,NA,0,NA,0,NA,1845,NA
18,109,"burro",NA,0,"burɾo",5,NA,NA,NA,0,NA,1,NA,1879,NA
18,110,"budino",NA,0,"bʊdino",6,NA,NA,NA,0,NA,1,NA,1900,NA
18,111,"biscotti","cookie",1,"biskɔtɪ",7,5.966146739,5,NA,0,NA,0,NA,2172,NA
18,112,"banana","banana",0,"banana",6,5.023880521,2,NA,0,NA,1,NA,1823,NA
18,113,"aranciata",NA,0,"arantʃata",9,NA,NA,NA,0,NA,1,NA,2396,NA
18,114,"arancia","orange (food)",0,"arantʃa",7,6.411818268,4,NA,0,NA,2,NA,1983,NA
18,115,"acqua","water (beverage)",1,"akwa",4,7.301147806,25,NA,0,NA,1,NA,1781,NA
18,116,"trottola","top",0,"trɔtola",7,6.966967139,11,NA,0,NA,0,NA,1964,NA
18,117,"pongo/Didò",NA,0,"poŋɡo",5,NA,NA,NA,0,NA,1,NA,1868,NA
18,118,"tromba",NA,0,"tromba",6,NA,NA,NA,0,NA,0,NA,1937,NA
18,119,"tamburo",NA,0,"tamburo",7,NA,NA,NA,0,NA,0,NA,2035,NA
18,120,"soldatini",NA,0,"soldatinɪ",9,NA,NA,NA,0,NA,0,NA,2369,NA
18,121,"secchiello","bucket",0,"sekjɛllo",8,4.779123493,0,NA,0,NA,0,NA,2267,NA
18,122,"pupazzi",NA,0,"pʊpatsɪ",7,NA,NA,NA,0,NA,0,NA,2122,NA
18,123,"pistola","gun",0,"pistɔla",7,4.976733742,4,NA,0,NA,0,NA,2014,NA
18,124,"palloncino",NA,0,"pallontʃino",11,NA,NA,NA,0,NA,0,NA,2803,NA
18,125,"palla","ball",1,"palla",5,7.02464903,3,NA,1,NA,8,NA,1705,NA
18,126,"paletta","spade",0,"paleta",6,1.386294361,0,NA,0,NA,4,NA,1788,NA
18,127,"giocattolo","toy (object)",0,"dʒokatolo",9,6.261491684,4,NA,0,NA,0,NA,2358,NA
18,128,"favola/storia","book",0,"favola",6,7.722677516,6,NA,0,NA,3,NA,1817,NA
18,129,"cubi","block",0,"kubɪ",4,5.605802066,1,NA,0,NA,2,NA,1935,NA
18,130,"costruzioni",NA,0,"kɔstrʊtsiɔnɪ",12,NA,NA,NA,0,NA,0,NA,3265,NA
18,131,"casetta",NA,0,"kazeta",6,NA,NA,NA,0,NA,2,NA,1826,NA
18,132,"birilli",NA,0,"birillɪ",7,NA,NA,NA,0,NA,0,NA,2121,NA
18,133,"bambola","doll",0,"bambola",7,5.796057751,1,NA,0,NA,0,NA,1973,NA
18,134,"treno","train",0,"trɛno",5,6.80682936,3,NA,0,NA,2,NA,1753,NA
18,135,"trattore","tractor",0,"tratore",7,5.780743516,0,NA,0,NA,0,NA,1965,NA
18,136,"slitta",NA,0,"zlita",5,NA,NA,NA,0,NA,0,NA,1780,NA
18,137,"passeggino","stroller",0,"passedʒino",10,2.302585093,0,NA,0,NA,0,NA,2632,NA
18,138,"motocicletta","motorcycle",0,"mototʃikleta",12,4.094344562,1,NA,0,NA,0,NA,3136,NA
18,139,"jeep","jeep",0,"dʒɛep",5,3.295836866,0,NA,0,NA,0,NA,1989,NA
18,140,"gru","crane",0,"ɡru",3,3.258096538,0,NA,0,NA,0,NA,1938,NA
18,141,"elicottero",NA,0,"ɛlikɔtero",9,NA,NA,NA,0,NA,0,NA,2459,NA
18,142,"camion","truck",0,"kamion",6,6.812345094,5,NA,0,NA,0,NA,1866,NA
18,143,"bicicletta","bicycle",0,"bitʃikleta",10,4.553876892,1,NA,0,NA,0,NA,2655,NA
18,144,"barca","boat",0,"barka",5,6.194405391,4,NA,0,NA,3,NA,1769,NA
18,145,"automobile","car",0,"aʊtomɔbile",10,7.744569809,15,NA,0,NA,0,NA,2733,NA
18,146,"autobus","bus",0,"aʊtobʊs",7,6.206575927,3,NA,0,NA,0,NA,2181,NA
18,147,"aereo","airplane",0,"aɛreo",5,5.945420609,1,NA,0,NA,0,NA,1771,NA
18,148,"zebra",NA,0,"dzɛbra",6,NA,NA,NA,0,NA,0,NA,1981,NA
18,149,"zanzara","mosquito",0,"dzandzara",9,2.708050201,1,NA,0,NA,0,NA,2492,NA
18,150,"uccellino","bird",0,"ʊtʃellino",9,6.593044534,14,NA,0,NA,0,NA,2427,NA
18,151,"topo","mouse",0,"tɔpo",4,6.086774727,4,NA,1,NA,5,NA,1794,NA
18,152,"tigre","tiger",0,"tiɡre",5,6.955592608,3,NA,0,NA,1,NA,1861,NA
18,153,"tartaruga","turtle",0,"tartaruɡa",9,5.493061443,0,NA,0,NA,0,NA,2416,NA
18,154,"tacchino",NA,0,"takino",6,NA,NA,NA,0,NA,3,NA,1766,NA
18,155,"scoiattolo",NA,0,"skɔɪatolo",9,NA,NA,NA,0,NA,0,NA,2381,NA
18,156,"scimmia","monkey",0,"ʃimmia",6,5.940171253,3,NA,0,NA,0,NA,1967,NA
18,157,"rana","frog",0,"rana",4,5.590986981,0,NA,0,NA,6,NA,1659,NA
18,158,"pulcino","chick",0,"pʊltʃino",8,2.63905733,1,NA,0,NA,0,NA,2178,NA
18,159,"pinguino","penguin",0,"piŋɡwino",8,3.737669618,0,NA,0,NA,0,NA,2268,NA
18,160,"pesciolino","fish (animal)",0,"peʃolino",8,6.705639095,3,NA,0,NA,0,NA,2165,NA
18,161,"pecora","sheep",0,"pɛkora",6,5.257495372,2,NA,0,NA,1,NA,1880,NA
18,162,"papera","duck",0,"papera",6,6.411818268,2,NA,0,NA,4,NA,1837,NA
18,163,"orso","bear",0,"orso",4,6.257667588,4,NA,0,NA,2,NA,1782,NA
18,164,"oca","goose",0,"ɔka",3,4.317488114,2,NA,1,NA,8,NA,1819,NA
18,165,"mucca","cow",0,"muka",4,6.49677499,6,NA,0,NA,10,NA,1823,NA
18,166,"mosca","fly (animal)",0,"moska",5,5.720311777,7,NA,0,NA,3,NA,1849,NA
18,167,"maiale","pig",0,"majale",6,6.003887067,2,NA,0,NA,1,NA,1882,NA
18,168,"lupo","wolf",0,"lupo",4,4.672828834,1,NA,0,NA,9,NA,1832,NA
18,169,"leone","lion",0,"leone",5,6.001414878,3,NA,0,NA,1,NA,1830,NA
18,170,"ippopotamo","hippopotamus",0,"ipopɔtamo",9,3.951243719,NA,NA,0,NA,0,NA,2441,NA
18,171,"gufo",NA,0,"ɡufo",4,NA,NA,NA,0,NA,6,NA,1867,NA
18,172,"giraffa","giraffe",0,"dʒiraffa",8,4.836281907,1,NA,0,NA,0,NA,2296,NA
18,173,"gatto","cat",0,"ɡato",4,6.933423026,10,NA,0,NA,12,NA,1653,NA
18,174,"gallo","rooster",0,"ɡallo",5,4.110873864,2,NA,0,NA,3,NA,1731,NA
18,175,"gallina","hen",0,"ɡallina",7,3.912023005,5,NA,0,NA,0,NA,1951,NA
18,176,"formica","ant",0,"formika",7,3.526360525,0,NA,0,NA,0,NA,2052,NA
18,177,"foca",NA,0,"fɔka",4,NA,NA,NA,2,NA,6,NA,1829,NA
18,178,"farfalla","butterfly",0,"farfalla",8,4.605170186,0,NA,0,NA,0,NA,2183,NA
18,179,"elefante","elephant",0,"ɛlefante",8,5.918893854,1,NA,0,NA,0,NA,2272,NA
18,180,"cucciolo",NA,0,"kutʃolo",7,NA,NA,NA,0,NA,0,NA,2023,NA
18,181,"coniglio","bunny",0,"koniʎo",6,6.376726948,1,NA,0,NA,0,NA,1879,NA
18,182,"coccodrillo","crocodile",0,"kokodrillo",10,4.077537444,0,NA,0,NA,0,NA,2671,NA
18,183,"cerbiatto","fawn",0,"tʃerbjato",9,1.386294361,0,NA,0,NA,0,NA,2438,NA
18,184,"cavallo","horse",0,"kavallo",7,6.843749949,3,NA,0,NA,1,NA,1961,NA
18,185,"capra","goat",0,"kapra",5,4.317488114,2,NA,0,NA,4,NA,1743,NA
18,186,"cane","dog",0,"kane",4,7.332369206,11,NA,2,NA,8,NA,1691,NA
18,187,"asino","donkey",0,"azino",5,5.017279837,1,NA,1,NA,4,NA,1734,NA
18,188,"ape",NA,0,"ape",3,NA,NA,NA,0,NA,7,NA,1796,NA
18,189,"animale","animal",0,"animale",7,5.648974238,24,NA,0,NA,0,NA,2040,NA
18,190,"agnello","lamb",0,"aɲɛllo",6,4.941642423,1,NA,0,NA,1,NA,1915,NA
18,203,"organo genitale maschile","penis",0,"ɔrɡanodʒenitalemaskile",22,2.302585093,0,NA,0,NA,0,NA,5862,NA
18,204,"pancia","tummy",0,"pantʃa",6,5.153291594,0,NA,0,NA,5,NA,1809,NA
18,205,"piede","feet",0,"pjɛde",5,6.282266747,1,NA,0,NA,1,NA,1926,NA
18,206,"sederino","butt",0,"sederino",8,1.945910149,0,NA,0,NA,0,NA,2201,NA
18,207,"seno","breast",0,"seno",4,2.995732274,1,NA,0,NA,5,NA,1739,NA
18,208,"spalla",NA,0,"spalla",6,NA,NA,NA,1,NA,3,NA,1849,NA
18,209,"testa","head",0,"tɛsta",5,7.156176637,12,NA,0,NA,5,NA,1792,NA
18,210,"unghie",NA,0,"uŋɡje",5,NA,NA,NA,0,NA,0,NA,2017,NA
18,211,"asciugamano",NA,0,"aʃʊɡamano",9,NA,NA,NA,0,NA,0,NA,2433,NA
18,212,"aspirapolvere",NA,0,"aspirapolvere",13,NA,NA,NA,0,NA,0,NA,3410,NA
18,213,"biberon","bottle",0,"bibɛron",7,5.953243334,4,NA,0,NA,0,NA,2128,NA
18,214,"bicchiere","glass",0,"bikiɛre",7,5.676753802,8,NA,0,NA,0,NA,2135,NA
18,215,"bottiglia","bottle",0,"botiʎa",6,5.953243334,4,NA,0,NA,0,NA,1889,NA
18,216,"candeline",NA,0,"kandeline",9,NA,NA,NA,0,NA,0,NA,2362,NA
18,217,"cestino",NA,0,"tʃestino",8,NA,NA,NA,0,NA,0,NA,2185,NA
18,218,"chiave","keys",0,"kjave",5,5.075173815,0,NA,0,NA,1,NA,1881,NA
18,219,"ciuccio","pacifier",1,"tʃutʃo",6,1.791759469,0,NA,0,NA,0,NA,1932,NA
18,220,"colori",NA,0,"kolorɪ",6,NA,NA,NA,0,NA,0,NA,1938,NA
18,221,"coltello","knife",0,"koltɛllo",8,4.941642423,4,NA,0,NA,0,NA,2191,NA
18,222,"coperchio","cover (object)",0,"kopɛrkio",8,5.451038454,5,NA,0,NA,0,NA,2240,NA
18,223,"coperta","blanket",0,"kopɛrta",7,4.941642423,2,NA,0,NA,0,NA,2014,NA
18,224,"cucchiaio","spoon",0,"kʊkjaio",7,5.942799375,4,NA,0,NA,0,NA,2046,NA
18,225,"cuscino","pillow",0,"kʊʃino",6,4.787491743,2,NA,0,NA,2,NA,1882,NA
18,226,"dentifricio",NA,0,"dentifritʃo",11,NA,NA,NA,0,NA,0,NA,2946,NA
18,227,"disegno",NA,0,"dizeɲʲo",7,NA,NA,NA,0,NA,0,NA,2169,NA
18,228,"fazzoletto","tissue",0,"fatsoleto",9,4.644390899,0,NA,0,NA,0,NA,2325,NA
18,229,"forbici","scissors",0,"fɔrbitʃɪ",8,5.257495372,0,NA,0,NA,0,NA,2337,NA
18,230,"forchetta","fork",0,"forketa",7,5.081404365,2,NA,0,NA,0,NA,2013,NA
18,231,"fotografia",NA,0,"fotoɡrafia",10,NA,NA,NA,0,NA,0,NA,2706,NA
18,232,"giornale","paper",0,"dʒornale",8,6.970730078,10,NA,0,NA,0,NA,2228,NA
18,233,"luce","light (object)",0,"lutʃe",5,6.343880434,4,NA,0,NA,1,NA,1890,NA
18,234,"libro","book",0,"libro",5,7.722677516,6,NA,0,NA,1,NA,1837,NA
18,235,"martello","hammer",0,"martɛllo",8,4.844187086,0,NA,0,NA,0,NA,2144,NA
18,236,"matita/penna","pen/pencil",0,"matita",6,0,NA,NA,0,NA,0,NA,1776,NA
18,237,"medicina",NA,0,"meditʃina",9,NA,NA,NA,0,NA,0,NA,2419,NA
18,238,"musica","music",0,"muzika",6,5.141663557,1,NA,0,NA,1,NA,1955,NA
18,239,"ombrello","umbrella",0,"ombrɛllo",8,5.030437921,1,NA,0,NA,0,NA,2277,NA
18,240,"orologio","clock",0,"ɔrolɔdʒo",8,5.525452939,0,NA,0,NA,0,NA,2321,NA
18,241,"pentola","pot",0,"pentola",7,5.241747015,6,NA,0,NA,0,NA,1940,NA
18,242,"pettine","comb (object)",0,"petine",6,5.068904202,2,NA,0,NA,0,NA,1858,NA
18,243,"pianta","plant",0,"pjanta",6,4.770684624,2,NA,0,NA,4,NA,1851,NA
18,244,"piatto","dish",0,"pjato",5,4.510859507,2,NA,1,NA,4,NA,1735,NA
18,245,"sacchetto",NA,0,"saketo",6,NA,NA,NA,0,NA,2,NA,1814,NA
18,246,"sapone","soap",0,"sapone",6,4.779123493,3,NA,0,NA,1,NA,1844,NA
18,247,"scatola","box",0,"skatola",7,7.201916318,4,NA,0,NA,1,NA,1888,NA
18,248,"scopa","broom",0,"skopa",5,4.762173935,0,NA,0,NA,1,NA,1831,NA
18,249,"secchio",NA,0,"sekio",5,NA,NA,NA,0,NA,4,NA,1802,NA
18,250,"shampoo",NA,0,"ʃampɔo",6,NA,NA,NA,0,NA,0,NA,1929,NA
18,251,"soldi","money",0,"sɔldɪ",5,6.442540166,6,NA,0,NA,0,NA,1935,NA
18,252,"spazzolino da denti","toothbrush",0,"spatsolinodadɛntɪ",17,2.944438979,0,NA,0,NA,0,NA,4375,NA
18,253,"specchio","mirror",0,"spɛkio",6,5.099866428,4,NA,0,NA,1,NA,1918,NA
18,254,"straccio",NA,0,"stratʃo",7,NA,NA,NA,0,NA,1,NA,1974,NA
18,255,"tappo","cap",0,"tapo",4,3.828641396,6,NA,1,NA,10,NA,1691,NA
18,256,"tazza","cup",0,"tatsa",5,6.746412129,2,NA,0,NA,3,NA,1731,NA
18,257,"telefono","telephone",0,"telɛfono",8,5.693732139,0,NA,0,NA,0,NA,2247,NA
18,258,"termometro",NA,0,"termɔmetro",10,NA,NA,NA,0,NA,0,NA,2720,NA
18,259,"termosifone",NA,0,"tɛrmozifone",11,NA,NA,NA,0,NA,0,NA,2936,NA
18,260,"vasino","potty",0,"vazino",6,5.111987788,0,NA,1,NA,4,NA,1830,NA
18,261,"armadio","closet",0,"armadio",7,4.736198448,3,NA,0,NA,1,NA,2005,NA
18,262,"bagno","bathroom",0,"baɲɲo",5,5.828945618,3,NA,0,NA,0,NA,1831,NA
18,263,"bidè","bidet",0,"bidɛ",4,0,NA,NA,0,NA,0,NA,1904,NA
18,264,"camera","room",0,"kamera",6,7.306531399,4,NA,0,NA,3,NA,1822,NA
18,265,"cantina",NA,0,"kantina",7,NA,NA,NA,0,NA,0,NA,1878,NA
18,266,"cassetto","drawer",0,"kasseto",7,4.718498871,1,NA,0,NA,0,NA,1987,NA
18,267,"cucina","kitchen",0,"kʊtʃina",7,6.173786104,3,NA,0,NA,1,NA,1996,NA
18,268,"culla","crib",0,"kulla",5,4.060443011,0,NA,0,NA,1,NA,1803,NA
18,269,"divano","couch",0,"divano",6,4.94875989,2,NA,0,NA,0,NA,1859,NA
18,270,"doccia","shower",0,"dotʃa",5,4.442651256,4,NA,0,NA,1,NA,1807,NA
18,271,"ferro da stiro",NA,0,"fɛrɾodastiro",12,NA,NA,NA,0,NA,0,NA,3119,NA
18,272,"finestra","window",0,"finɛstra",8,6.249975242,2,NA,0,NA,0,NA,2259,NA
18,273,"fon",NA,0,"fɔn",3,NA,NA,NA,0,NA,2,NA,1912,NA
18,274,"forno",NA,0,"forno",5,NA,NA,NA,0,NA,2,NA,1775,NA
18,275,"frigorifero","refrigerator",0,"friɡorifero",11,5.117993812,0,NA,0,NA,0,NA,2965,NA
18,276,"lavandino","sink",0,"lavandino",9,5.049856007,3,NA,0,NA,0,NA,2392,NA
18,277,"lavatrice","washing machine",0,"lavatritʃe",10,0,NA,NA,0,NA,0,NA,2654,NA
18,278,"letto","bed",0,"lɛto",4,7.477038472,8,NA,0,NA,6,NA,1735,NA
18,279,"muro",NA,0,"muro",4,NA,NA,NA,0,NA,8,NA,1792,NA
18,280,"poltrona",NA,0,"poltrona",8,NA,NA,NA,0,NA,0,NA,2107,NA
18,281,"porta","door",0,"pɔrta",5,7.207118856,9,NA,1,NA,3,NA,1769,NA
18,282,"quadro",NA,0,"kwadro",6,NA,NA,NA,0,NA,0,NA,1896,NA
18,283,"radio",NA,0,"radio",5,NA,NA,NA,0,NA,1,NA,1718,NA
18,284,"registratore",NA,0,"rɛdʒistratore",13,NA,NA,NA,0,NA,0,NA,3371,NA
18,285,"salotto","living room",0,"salɔto",6,0,1,NA,0,NA,2,NA,1822,NA
18,286,"scala","stairs",0,"skala",5,5.429345629,0,NA,0,NA,4,NA,1750,NA
18,287,"sedia","chair",0,"sɛdia",5,7.177018766,8,NA,0,NA,0,NA,1808,NA
18,288,"seggiolone","high chair",0,"sedʒolone",9,0,NA,NA,0,NA,0,NA,2449,NA
18,289,"tappeto","carpet",0,"tapeto",6,4.48863637,0,NA,0,NA,4,NA,1814,NA
18,290,"tavolo","table",0,"tavolo",6,7.249215057,3,NA,0,NA,2,NA,1819,NA
